正面 (Word),背面释义 (Definition),例句 (Sentence),词根/助记 (Mnemonic),难度标签 (Tag)
grow,"[/ɡroʊ/]<br>vt. 使生长；种植；扩展<br>vi. 发展；生长；渐渐变得…","Money doesn't grow on trees. (钱不是大风刮来的/树上长的。)",基础词汇。,高考英语词汇
grown-up,"[/ˈɡroʊn ʌp/]<br>n. 成年人<br>adj. 成熟的；成人的",Act like a grown-up! (表现得像个成年人！),"grown (长大的) + up -> 成年人。",高考英语词汇
growth,"[/ɡroʊθ/]<br>n. 增长；发展；生长；种植",Economic growth has slowed down. (经济增长放缓了。),"grow (生长) + th (名词后缀) -> 增长。",高考英语词汇
guarantee,"[/ˌɡærənˈtiː/]<br>n. 保证；担保；保证人；保证书；抵押品<br>vt. 保证；担保",We guarantee the quality of our products. (我们保证产品质量。),"guard (保卫) -> 担保 -> 保证。谐音“夹软梯” -> 救人要保证安全。",高考英语词汇
guard,"[/ɡɑːrd/]<br>n. 守卫；警戒；护卫队；防护装置<br>vi. 警惕<br>vt. 保卫；监视",The dog guarded the house. (狗看守着房子。),与ward (看护) 同源。,高考英语词汇
guess,"[/ɡes/]<br>n. 猜测；推测<br>vi. 猜；推测；猜中<br>vt. 猜测；推测；猜中；认为",Can you guess how old I am? (你能猜出我多大吗？),基础词汇。,高考英语词汇
guest,"[/ɡest/]<br>n. 客人，宾客；顾客<br>adj. 客人的<br>vt. 款待",Be my guest. (请便/别客气。),"host (主人) 的反义词。",高考英语词汇
guidance,"[/ˈɡaɪdns/]<br>n. 指导，引导；领导",She looked to her parents for guidance. (她向父母寻求指导。),"guide (指导) + ance (名词后缀)。",高考英语词汇
guide,"[/ɡaɪd/]<br>n. 指南；向导；入门书<br>vt. 引导；带领；操纵<br>vi. 担任向导",The stars guided them home. (星星指引他们回家。),"谐音“盖的” -> 盖房子需要指导图纸。",高考英语词汇
guilty,"[/ˈɡɪlti/]<br>adj. 有罪的；内疚的",He felt guilty about lying. (他因撒谎而感到内疚。),"guilt (罪行) + y -> 有罪的/内疚的。",高考英语词汇
guitar,"[/ɡɪˈtɑːr/]<br>n. 吉他，六弦琴<br>vi. 弹吉他",He plays the guitar very well. (他吉他弹得很好。),外来词音译。,高考英语词汇
gulf,"[/ɡʌlf/]<br>n. 海湾；深渊；分歧；漩涡<br>vt. 吞没",The Gulf of Mexico. (墨西哥湾。),"谐音“高夫” -> 高尔夫球打进海湾。",高考英语词汇
gum,"[/ɡʌm/]<br>n. 口香糖；树胶；牙龈<br>vt. 用胶粘，涂以树胶；使…有粘性<br>vi. 发粘",Chewing gum is not allowed in class. (课上不许嚼口香糖。),"谐音“干” -> 树干流出的胶 -> 树胶/口香糖。",高考英语词汇
gun,"[/ɡʌn/]<br>n. 枪支；枪状物；[美俚] 某种用具<br>vi. 用枪射击<br>vt. 向…开枪",He pointed a gun at the target. (他用枪指着目标。),基础词汇。,高考英语词汇
guy,"[/ɡaɪ/]<br>n. 男人，家伙；（Guy）盖伊（人名）<br>vt. 嘲弄，取笑<br>vi. 逃跑",He is a nice guy. (他是个好人。),口语词。,高考英语词汇
gymnasium,"[/dʒɪmˈneɪziəm/]<br>n. 体育馆；健身房",The school has a new gymnasium. (学校有一个新体育馆。),"gym (体育馆) 的全称。源自希腊语 gymnós (裸体的)。",高考英语词汇
habit,"[/ˈhæbɪt/]<br>n. 习惯，习性；嗜好<br>vt. 使穿衣",Old habits die hard. (旧习难改。),"have (拥有) -> 拥有的行为模式 -> 习惯。",高考英语词汇
